provider,file_stem,source_sheet,programa,data_exibicao,numero_programa,titulo_musica,autor,interprete,matched_title,matched_identifier_iswc,eligibility_basis,uncertain_match,amount_cents,amount_int,valor_editora_brl
SBT,SBT Unificado  nov dez 23 e jan fev mar 24,Relatório Solicitação,PROGRAMA SILVIO SANTOS,17/03/2024,823,MACETANDO,IVERSON DE SOUZA ARAUJO,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,167331,1673,1673.31
SBT,SBT Unificado  nov dez 23 e jan fev mar 24,Relatório Solicitação,PROGRAMA DO RATINHO,28/02/2024,3504,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,167331,1673,1673.31
SBT,SBT Unificado  nov dez 23 e jan fev mar 24,Relatório Solicitação,DOMINGO LEGAL,14/01/2024,1566,DEIXE QUEIMAR,Henrique Mendonça / Henrique Mendonça,HENRIQUE MENDONÇA,DEIXE QUEIMAR,T-327.329.814-5,artist_alias,True,167331,1673,1673.31
SBT,SBT Unificado  nov dez 23 e jan fev mar 24,Relatório Solicitação,DOMINGO LEGAL,14/01/2024,1566,DEIXE QUEIMAR,Henrique Mendonça / Henrique Mendonça,HENRIQUE MENDONÇA,DEIXE QUEIMAR,T-327.329.814-5,artist_alias,True,167331,1673,1673.31
Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,MusicCueSheet_Globoplay_Nov23,nan,30/11/2023,nan,DINGO BELL,MC BIGODINHO,MC TETEU,DINGO BELL,T-305.213.621-3,artist_alias,True,0,0,
Unificado,Unificado SBT nov dez 23 e jan fev mar 24,Relatório Solicitação,PROGRAMA SILVIO SANTOS,17/03/2024,823,MACETANDO,IVERSON DE SOUZA ARAUJO,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,167331,1673,1673.31
Unificado,Unificado SBT nov dez 23 e jan fev mar 24,Relatório Solicitação,PROGRAMA DO RATINHO,28/02/2024,3504,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,167331,1673,"1673,31"
Unificado,Unificado SBT nov dez 23 e jan fev mar 24,Relatório Solicitação,DOMINGO LEGAL,14/01/2024,1566,DEIXE QUEIMAR,Henrique Mendonça / Henrique Mendonça,HENRIQUE MENDONÇA,DEIXE QUEIMAR,T-327.329.814-5,artist_alias,True,167331,1673,1673.31
Unificado,Unificado SBT nov dez 23 e jan fev mar 24,Relatório Solicitação,DOMINGO LEGAL,14/01/2024,1566,DEIXE QUEIMAR,Henrique Mendonça / Henrique Mendonça,HENRIQUE MENDONÇA,DEIXE QUEIMAR,T-327.329.814-5,artist_alias,True,167331,1673,1673.31
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-10 00:00:00,,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-10 00:00:00,,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-12 00:00:00,,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-13 00:00:00,,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-13 00:00:00,,HEY,IVETE SANGALO,IVETE SANGALO,HEY,T-305.219.212-4,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-13 00:00:00,,PACIENCIA,DUDU FALCAO / LENINE,LENINE,PACIENCIA,T-039.497.721-9,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,BAND FOLIA,2024-02-13 00:00:00,,PACIENCIA,DUDU FALCAO / LENINE,LENINE,PACIÊNCIA,T-040.522.253-8,artist_alias,True,52316600,523166,52.3166
band,band UNIFICADO out dez 2023 jan fev 2024,Relatorio_UBEM,VIRADA NA BAND 2024,2023-12-31 00:00:00,,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,52316600,523166,52.3166
